idx,relative_path_to_video,datasetID,subjectNr,start,end,label,class,subjects,trainTest
1777,OOPS/oops_dataset/oops_video/train/He's Not Stopping!! - Throwback Fails (November 2017) _ FailArmy33.mp4,9,47,11667.0,12667.0,2,Backward Fall,single,TRAIN
1778,OOPS/oops_dataset/oops_video/train/Fails of the Month July 2016 _ FailArmy42.mp4,9,48,9867.0,10267.0,3,Side Fall,single,TRAIN
1779,OOPS/oops_dataset/oops_video/val/Fails You Missed - Not the Bees (April 2018) _ Failarmy117.mp4,9,49,3167.0,4167.0,1,Forward Fall,single,TRAIN
1780,OOPS/oops_dataset/oops_video/val/Mirror Fight Back - Fails of the Week (November 2017) _ FailArmy12.mp4,9,50,9933.0,10533.0,1,Forward Fall,single,TRAIN
1781,OOPS/oops_dataset/oops_video/val/Lets Get Stoned - Rock Fails14.mp4,9,51,14933.0,15733.0,2,Backward Fall,single,TRAIN
1782,OOPS/oops_dataset/oops_video/train/Laughing Cameraman - Best Laughs Ever! (January 2017) _ FailArmy7.mp4,9,52,11633.0,12733.0,0,NoFall,single,TEST
1783,OOPS/oops_dataset/oops_video/train/Look Out Below - Throwback Thursday (October 2017) _ FailArmy8.mp4,9,53,27367.0,28167.0,3,Side Fall,single,TRAIN
1784,OOPS/oops_dataset/oops_video/train/Fails You Missed - Toilet Or Bust! (March 2018) _ FailArmy25.mp4,9,54,13125.0,14042.0,0,NoFall,single,VALIDATION
1785,OOPS/oops_dataset/oops_video/val/Lets Get Stoned - Rock Fails20.mp4,9,55,8233.0,9400.0,1,Forward Fall,multiple,TRAIN
1786,"OOPS/oops_dataset/oops_video/val/Hardcore, Parkour! - Fan Submissions (May 2018) _ FailArmy28.mp4",9,56,4600.0,5300.0,0,NoFall,single,VALIDATION
1787,"OOPS/oops_dataset/oops_video/val/Hardcore, Parkour! - Fan Submissions (May 2018) _ FailArmy28.mp4",9,57,5633.0,6733.0,1,Forward Fall,single,TRAIN
1788,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy39.mp4,9,58,767.0,3133.0,0,NoFall,single,TRAIN
1789,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy39.mp4,9,59,3733.0,4733.0,0,NoFall,single,TEST
1790,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy39.mp4,9,60,6933.0,7933.0,0,NoFall,single,TRAIN
1791,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy29.mp4,9,61,367.0,1200.0,0,NoFall,single,TRAIN
1792,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy29.mp4,9,62,7567.0,7967.0,1,Forward Fall,single,TEST
1793,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy29.mp4,9,63,9700.0,11300.0,0,NoFall,single,TEST
1794,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy29.mp4,9,64,11600.0,12600.0,0,NoFall,single,TRAIN
1795,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy29.mp4,9,65,13600.0,14200.0,3,Side Fall,single,TRAIN
1796,OOPS/oops_dataset/oops_video/train/Fails of the Month August 2016 _ FailArmy36.mp4,9,66,33.0,1833.0,0,NoFall,single,VALIDATION
1797,OOPS/oops_dataset/oops_video/train/Fails of the Month August 2016 _ FailArmy36.mp4,9,67,25067.0,25867.0,1,Forward Fall,single,TRAIN
1798,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failing into Summer like... (May 2017)41.mp4,9,68,3667.0,4267.0,1,Forward Fall,single,TRAIN
1799,OOPS/oops_dataset/oops_video/val/Let's Get Tropical - Beach Fails19.mp4,9,69,14733.0,15400.0,1,Forward Fall,single,TRAIN
1800,OOPS/oops_dataset/oops_video/train/MMA Mishap - Fails of the Week (September 2018) _ FailArmy8.mp4,9,70,5633.0,6167.0,1,Forward Fall,single,TRAIN
1801,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failing into Summer like... (May 2017)57.mp4,9,71,10567.0,12167.0,0,NoFall,single,VALIDATION
1802,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failing into Summer like... (May 2017)57.mp4,9,72,18633.0,19533.0,3,Side Fall,single,TRAIN
1803,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failing into Summer like... (May 2017)57.mp4,9,73,29800.0,30700.0,0,NoFall,single,TRAIN
1804,OOPS/oops_dataset/oops_video/train/He's Not Stopping!! - Throwback Fails (November 2017) _ FailArmy53.mp4,9,74,1067.0,1633.0,2,Backward Fall,single,VALIDATION
1805,OOPS/oops_dataset/oops_video/train/He's Not Stopping!! - Throwback Fails (November 2017) _ FailArmy53.mp4,9,75,4300.0,6100.0,0,NoFall,single,VALIDATION
1806,OOPS/oops_dataset/oops_video/train/Go for Broke - Breaking Things (November 2016) _ FailArmy47.mp4,9,76,9467.0,10467.0,0,NoFall,single,TRAIN
1807,OOPS/oops_dataset/oops_video/train/Go for Broke - Breaking Things (November 2016) _ FailArmy47.mp4,9,77,11333.0,12833.0,0,NoFall,single,VALIDATION
1808,OOPS/oops_dataset/oops_video/train/How Low Can You Go - Fails of the Week (September 2017) _ FailArmy51.mp4,9,78,300.0,1300.0,0,NoFall,single,TRAIN
1809,OOPS/oops_dataset/oops_video/train/How Low Can You Go - Fails of the Week (September 2017) _ FailArmy51.mp4,9,79,1933.0,2600.0,2,Backward Fall,single,TRAIN
1810,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failure In Full Force (January 2017) _ FailArmy23.mp4,9,80,33.0,533.0,3,Side Fall,single,TEST
1811,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failure In Full Force (January 2017) _ FailArmy23.mp4,9,81,1133.0,2533.0,0,NoFall,single,TRAIN
1812,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failure In Full Force (January 2017) _ FailArmy23.mp4,9,82,8400.0,10100.0,0,NoFall,single,TEST
1813,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failure In Full Force (January 2017) _ FailArmy48.mp4,9,83,5967.0,7467.0,0,NoFall,single,TEST
1814,OOPS/oops_dataset/oops_video/train/Grass Is Always Greener - Get Off My Lawn! (July 2018) _ FailArmy5.mp4,9,84,2300.0,3000.0,0,NoFall,single,TRAIN
1815,OOPS/oops_dataset/oops_video/train/Grass Is Always Greener - Get Off My Lawn! (July 2018) _ FailArmy5.mp4,9,85,3900.0,4900.0,1,Forward Fall,single,TRAIN
1816,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy23.mp4,9,86,12933.0,13933.0,0,NoFall,single,TEST
1817,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy23.mp4,9,87,14900.0,16033.0,0,NoFall,single,VALIDATION
1818,OOPS/oops_dataset/oops_video/val/It's All Down Hill From Here - Throwback Fails (August 2017)38.mp4,9,88,3300.0,4500.0,3,Side Fall,single,VALIDATION
1819,OOPS/oops_dataset/oops_video/val/I Am Stuck In This Car! - Fails You Missed #16 _ FailArmy93.mp4,9,89,11750.0,13250.0,1,Forward Fall,single,VALIDATION
1820,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy53.mp4,9,90,833.0,1533.0,1,Forward Fall,single,TRAIN
1821,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy53.mp4,9,91,3967.0,4967.0,0,NoFall,single,TRAIN
1822,OOPS/oops_dataset/oops_video/train/Fails of the Week - Bridesmaid Ruins Wedding (June 2017)47.mp4,9,92,8967.0,9800.0,0,NoFall,single,TRAIN
1823,OOPS/oops_dataset/oops_video/train/Fails of the Week - Bridesmaid Ruins Wedding (June 2017)47.mp4,9,93,10000.0,10600.0,2,Backward Fall,single,TRAIN
1824,OOPS/oops_dataset/oops_video/train/Fails of the Month! (February 2017) _ FailArmy37.mp4,9,94,3633.0,4333.0,1,Forward Fall,single,TEST
1825,"OOPS/oops_dataset/oops_video/val/Hardcore, Parkour! - Fan Submissions (May 2018) _ FailArmy0.mp4",9,95,4500.0,5267.0,1,Forward Fall,single,TRAIN
1826,OOPS/oops_dataset/oops_video/val/Fails of the Month - Stuck The Landing!! _ FailArmy3.mp4,9,96,2800.0,3900.0,1,Forward Fall,single,TEST
1827,OOPS/oops_dataset/oops_video/val/Fails of the Month - Stuck The Landing!! _ FailArmy3.mp4,9,97,21267.0,21667.0,2,Backward Fall,single,VALIDATION
1828,OOPS/oops_dataset/oops_video/val/It's All Down Hill From Here - Throwback Fails (August 2017)46.mp4,9,98,8167.0,9767.0,0,NoFall,single,TEST
1829,OOPS/oops_dataset/oops_video/val/Fails of the Week (March 2017) _ FailArmy11.mp4,9,99,433.0,1233.0,0,NoFall,single,TEST
1830,OOPS/oops_dataset/oops_video/train/Kayak Chaos - Fails of the Week (August 2018) _ FailArmy15.mp4,9,100,18133.0,19333.0,0,NoFall,single,TEST
1831,OOPS/oops_dataset/oops_video/val/It's All Down Hill From Here - Throwback Fails (August 2017)62.mp4,9,101,5000.0,5767.0,1,Forward Fall,single,VALIDATION
1832,OOPS/oops_dataset/oops_video/train/Grass Is Always Greener - Get Off My Lawn! (July 2018) _ FailArmy16.mp4,9,102,4933.0,6133.0,1,Forward Fall,single,TRAIN
1833,OOPS/oops_dataset/oops_video/val/Let's Get Tropical - Beach Fails23.mp4,9,103,1533.0,1933.0,1,Forward Fall,single,TRAIN
1834,OOPS/oops_dataset/oops_video/val/Lets Get Stoned - Rock Fails27.mp4,9,104,9267.0,9867.0,1,Forward Fall,single,TRAIN
1835,OOPS/oops_dataset/oops_video/train/Men vs. Women - FailArmy Versus (August 2017)32.mp4,9,105,9400.0,10433.0,0,NoFall,single,TRAIN
1836,OOPS/oops_dataset/oops_video/train/Men vs. Women - FailArmy Versus (August 2017)32.mp4,9,106,10767.0,11567.0,1,Forward Fall,multiple,VALIDATION
1837,OOPS/oops_dataset/oops_video/train/Lake Fails - Time For A Shower (April 2017) _ FailArmy15.mp4,9,107,3967.0,4500.0,1,Forward Fall,single,TRAIN
1838,OOPS/oops_dataset/oops_video/val/Let's Get Tropical - Beach Fails13.mp4,9,108,13633.0,14567.0,0,NoFall,single,TRAIN
1839,OOPS/oops_dataset/oops_video/val/Let's Get Tropical - Beach Fails13.mp4,9,109,15000.0,15800.0,2,Backward Fall,single,TEST
1840,OOPS/oops_dataset/oops_video/val/Mirror Fight Back - Fails of the Week (November 2017) _ FailArmy17.mp4,9,110,1167.0,2067.0,0,NoFall,single,TRAIN
1841,OOPS/oops_dataset/oops_video/val/Mirror Fight Back - Fails of the Week (November 2017) _ FailArmy17.mp4,9,111,2133.0,3133.0,1,Forward Fall,single,TRAIN
1842,OOPS/oops_dataset/oops_video/val/Hilarious Holiday Fails (December 2017) _ FailArmy27.mp4,9,112,2900.0,3533.0,2,Backward Fall,single,TRAIN
1843,OOPS/oops_dataset/oops_video/train/Go for Broke - Breaking Things (November 2016) _ FailArmy4.mp4,9,113,5067.0,6033.0,0,NoFall,single,VALIDATION
1844,OOPS/oops_dataset/oops_video/train/Go for Broke - Breaking Things (November 2016) _ FailArmy4.mp4,9,114,6467.0,7067.0,0,NoFall,single,TRAIN
1845,OOPS/oops_dataset/oops_video/train/Go for Broke - Breaking Things (November 2016) _ FailArmy4.mp4,9,115,8800.0,10267.0,1,Forward Fall,single,VALIDATION
1846,OOPS/oops_dataset/oops_video/val/Lets Get Stoned - Rock Fails0.mp4,9,116,3200.0,4200.0,1,Forward Fall,single,TRAIN
1847,OOPS/oops_dataset/oops_video/train/Fails of the Month! (February 2017) _ FailArmy29.mp4,9,117,2867.0,3267.0,1,Forward Fall,single,TRAIN
1848,OOPS/oops_dataset/oops_video/train/Fails of the Month! (February 2017) _ FailArmy29.mp4,9,118,9333.0,10000.0,0,NoFall,single,TRAIN
1849,OOPS/oops_dataset/oops_video/val/It's All Down Hill From Here - Throwback Fails (August 2017)45.mp4,9,119,8067.0,9667.0,0,NoFall,single,TRAIN
1850,OOPS/oops_dataset/oops_video/train/Fails of the Month! (February 2017) _ FailArmy3.mp4,9,120,3833.0,5000.0,2,Backward Fall,single,TRAIN
1851,OOPS/oops_dataset/oops_video/val/Let's Get It!! - FailArmy After Dark (ep. 2)20.mp4,9,121,2750.0,3667.0,0,NoFall,single,TRAIN
1852,OOPS/oops_dataset/oops_video/val/Let's Get It!! - FailArmy After Dark (ep. 2)20.mp4,9,122,4000.0,4708.0,1,Forward Fall,single,TRAIN
1853,OOPS/oops_dataset/oops_video/val/Let's Get It!! - FailArmy After Dark (ep. 2)20.mp4,9,123,7625.0,8750.0,0,NoFall,single,TEST
1854,OOPS/oops_dataset/oops_video/val/Fails of the Month (December 2016) _ FailArmy5.mp4,9,124,3667.0,4500.0,2,Backward Fall,single,TRAIN
1855,OOPS/oops_dataset/oops_video/val/Fails of the Month (December 2016) _ FailArmy5.mp4,9,125,9900.0,10333.0,2,Backward Fall,single,VALIDATION
1856,OOPS/oops_dataset/oops_video/train/Gone Fishing - Throwback Thursday (November 2017) _ FailArmy21.mp4,9,126,11933.0,12533.0,0,NoFall,single,VALIDATION
1857,OOPS/oops_dataset/oops_video/train/Fails of the Month! (February 2017) _ FailArmy24.mp4,9,127,1767.0,2700.0,1,Forward Fall,single,VALIDATION
1858,OOPS/oops_dataset/oops_video/train/Fails of the Month September 2016 _ FailArmy11.mp4,9,128,6333.0,7567.0,1,Forward Fall,single,TRAIN
1859,"OOPS/oops_dataset/oops_video/val/Hardcore, Parkour! - Fan Submissions (May 2018) _ FailArmy31.mp4",9,129,7067.0,8567.0,0,NoFall,single,TEST
1860,"OOPS/oops_dataset/oops_video/val/Hardcore, Parkour! - Fan Submissions (May 2018) _ FailArmy31.mp4",9,130,10233.0,10800.0,1,Forward Fall,single,TRAIN
1861,"OOPS/oops_dataset/oops_video/val/Hardcore, Parkour! - Fan Submissions (May 2018) _ FailArmy31.mp4",9,131,13533.0,15067.0,0,NoFall,single,TRAIN
1862,OOPS/oops_dataset/oops_video/val/Lets Get Stoned - Rock Fails19.mp4,9,132,28700.0,29633.0,0,NoFall,single,TEST
1863,OOPS/oops_dataset/oops_video/val/Lets Get Stoned - Rock Fails19.mp4,9,133,37400.0,38333.0,1,Forward Fall,single,VALIDATION
1864,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failure In Full Force (January 2017) _ FailArmy9.mp4,9,134,2167.0,2900.0,3,Side Fall,single,TRAIN
1865,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy11.mp4,9,135,10833.0,11700.0,2,Backward Fall,single,VALIDATION
1866,OOPS/oops_dataset/oops_video/train/Fails of the Week - Better Luck Next Time (January 2017) _ FailArmy28.mp4,9,136,3267.0,3633.0,1,Forward Fall,single,TRAIN
1867,OOPS/oops_dataset/oops_video/train/Fails of the Month July 2016 _ FailArmy31.mp4,9,137,6367.0,7800.0,0,NoFall,single,TRAIN
1868,OOPS/oops_dataset/oops_video/val/Fails at Home - Home Is Where The Fail Is (May 2018) _ FailArmy6.mp4,9,138,7967.0,8467.0,3,Side Fall,single,TRAIN
1869,OOPS/oops_dataset/oops_video/val/It's All Down Hill From Here - Throwback Fails (August 2017)100.mp4,9,139,7800.0,8500.0,3,Side Fall,single,TRAIN
1870,OOPS/oops_dataset/oops_video/train/Fails of the Week - (October 2016) _ Fail Army46.mp4,9,140,7300.0,7733.0,1,Forward Fall,single,VALIDATION
1871,OOPS/oops_dataset/oops_video/val/Hilarious Science Fails (July 2017) _ FailArmy10.mp4,9,141,5767.0,6867.0,0,NoFall,single,TRAIN
1872,OOPS/oops_dataset/oops_video/val/Fails of the Week - Insult to Injury (January 2017) _ FailArmy10.mp4,9,142,2967.0,3900.0,2,Backward Fall,single,TRAIN
1873,OOPS/oops_dataset/oops_video/train/Laughing Cameraman - Best Laughs Ever! (January 2017) _ FailArmy28.mp4,9,143,3533.0,4133.0,1,Forward Fall,single,TRAIN
1874,OOPS/oops_dataset/oops_video/train/Fails You Missed - Toilet Or Bust! (March 2018) _ FailArmy64.mp4,9,144,13000.0,13833.0,3,Side Fall,single,TRAIN
1875,OOPS/oops_dataset/oops_video/val/Hopeless Romantic - Fails of the Week (October 2018) _ FailArmy10.mp4,9,145,5467.0,6167.0,0,NoFall,single,TRAIN
1876,OOPS/oops_dataset/oops_video/val/Hopeless Romantic - Fails of the Week (October 2018) _ FailArmy10.mp4,9,146,7100.0,7900.0,0,NoFall,single,VALIDATION
1877,OOPS/oops_dataset/oops_video/val/Let's Get It!! - FailArmy After Dark (ep. 2)215.mp4,9,147,5500.0,6625.0,0,NoFall,single,VALIDATION
1878,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy75.mp4,9,148,2433.0,3067.0,1,Forward Fall,single,TEST
1879,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failing into Summer like... (May 2017)12.mp4,9,149,2900.0,3600.0,1,Forward Fall,single,TRAIN
1880,OOPS/oops_dataset/oops_video/val/Lets Get Stoned - Rock Fails23.mp4,9,150,6100.0,6633.0,2,Backward Fall,single,TRAIN
1881,OOPS/oops_dataset/oops_video/train/Instant Karma Fails - It's Payback Time (December 2016) _ FailArmy25.mp4,9,151,3300.0,3733.0,1,Forward Fall,single,VALIDATION
1882,"OOPS/oops_dataset/oops_video/train/Go Faster, Or Fail! - Throwback Fails (January 2018) _ FailArmy42.mp4",9,152,2333.0,3033.0,3,Side Fall,single,TEST
1883,OOPS/oops_dataset/oops_video/train/Fails You Missed - Toilet Or Bust! (March 2018) _ FailArmy38.mp4,9,153,2750.0,3250.0,1,Forward Fall,multiple,TEST
1884,OOPS/oops_dataset/oops_video/train/Fails You Missed - Toilet Or Bust! (March 2018) _ FailArmy38.mp4,9,154,4708.0,5708.0,0,NoFall,single,TRAIN
1885,OOPS/oops_dataset/oops_video/train/Go for Broke - Breaking Things (November 2016) _ FailArmy43.mp4,9,155,2633.0,3200.0,1,Forward Fall,single,TEST
1886,OOPS/oops_dataset/oops_video/train/How Low Can You Go - Fails of the Week (September 2017) _ FailArmy35.mp4,9,156,10633.0,11233.0,1,Forward Fall,single,TRAIN
1887,OOPS/oops_dataset/oops_video/train/Fails of the Week - Do What You Can! (February 2017) _ FailArmy40.mp4,9,157,1000.0,1467.0,2,Backward Fall,single,VALIDATION
1888,OOPS/oops_dataset/oops_video/train/Fails of the Week - Do What You Can! (February 2017) _ FailArmy40.mp4,9,158,2233.0,3000.0,2,Backward Fall,single,VALIDATION
1889,OOPS/oops_dataset/oops_video/train/Fails of the Week - Do What You Can! (February 2017) _ FailArmy40.mp4,9,159,3700.0,4433.0,3,Side Fall,single,TRAIN
1890,OOPS/oops_dataset/oops_video/train/Fails of the Week - Do What You Can! (February 2017) _ FailArmy40.mp4,9,160,4833.0,5633.0,2,Backward Fall,single,TRAIN
1891,OOPS/oops_dataset/oops_video/train/Fails of the Week - Do What You Can! (February 2017) _ FailArmy40.mp4,9,161,6000.0,6800.0,2,Backward Fall,single,TEST
1892,OOPS/oops_dataset/oops_video/train/How Low Can You Go - Fails of the Week (September 2017) _ FailArmy5.mp4,9,162,2200.0,3433.0,0,NoFall,single,TRAIN
1893,OOPS/oops_dataset/oops_video/val/Fails You Missed - Not the Bees (April 2018) _ Failarmy77.mp4,9,163,6542.0,7292.0,1,Forward Fall,single,VALIDATION
1894,OOPS/oops_dataset/oops_video/train/Fails of the Week - Better Luck Next Time (January 2017) _ FailArmy9.mp4,9,164,4800.0,5333.0,1,Forward Fall,single,TRAIN
1895,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failing into Summer like... (May 2017)42.mp4,9,165,10367.0,11667.0,2,Backward Fall,single,TRAIN
1896,OOPS/oops_dataset/oops_video/val/It's All Down Hill From Here - Throwback Fails (August 2017)82.mp4,9,166,3200.0,3667.0,3,Side Fall,multiple,TRAIN
1897,OOPS/oops_dataset/oops_video/val/It's All Down Hill From Here - Throwback Fails (August 2017)82.mp4,9,167,4567.0,5767.0,0,NoFall,multiple,TEST
1898,OOPS/oops_dataset/oops_video/train/Instant Karma Fails - It's Payback Time (December 2016) _ FailArmy42.mp4,9,168,13300.0,13833.0,0,NoFall,single,TRAIN
1899,OOPS/oops_dataset/oops_video/train/Instant Karma Fails - It's Payback Time (December 2016) _ FailArmy42.mp4,9,169,13967.0,14533.0,1,Forward Fall,single,TEST
1900,OOPS/oops_dataset/oops_video/val/Grandmas vs Grandpas - FailArmy Versus (December 2017) _ FailArmy0.mp4,9,170,4967.0,5833.0,1,Forward Fall,single,TRAIN
1901,"OOPS/oops_dataset/oops_video/train/I'm Slipping, I'm Falling, I Can't Get Up - Throwback Fails (January 2018) _ FailArmy25.mp4",9,171,3500.0,3900.0,1,Forward Fall,single,TEST
1902,OOPS/oops_dataset/oops_video/train/Fails You Missed - Toilet Or Bust! (March 2018) _ FailArmy35.mp4,9,172,3958.0,4583.0,1,Forward Fall,single,VALIDATION
1903,OOPS/oops_dataset/oops_video/val/Fails You Missed - Not the Bees (April 2018) _ Failarmy46.mp4,9,173,10167.0,11125.0,0,NoFall,single,TRAIN
1904,OOPS/oops_dataset/oops_video/train/Fails of the Week - Bridesmaid Ruins Wedding (June 2017)12.mp4,9,174,1333.0,2067.0,0,NoFall,single,TRAIN
1905,OOPS/oops_dataset/oops_video/train/Fails of the Week - Bridesmaid Ruins Wedding (June 2017)12.mp4,9,175,2100.0,2800.0,2,Backward Fall,multiple,TEST
1906,OOPS/oops_dataset/oops_video/val/Fails of the Month (December 2016) _ FailArmy56.mp4,9,176,6333.0,7033.0,3,Side Fall,single,TEST
1907,OOPS/oops_dataset/oops_video/train/Look Out Below - Throwback Thursday (October 2017) _ FailArmy70.mp4,9,177,1433.0,2567.0,1,Forward Fall,single,TRAIN
1908,"OOPS/oops_dataset/oops_video/train/Gym and Workout Fails - New Year, New Me (January 2018) _ FailArmy33.mp4",9,178,7500.0,8500.0,2,Backward Fall,single,TRAIN
1909,"OOPS/oops_dataset/oops_video/train/Gym and Workout Fails - New Year, New Me (January 2018) _ FailArmy33.mp4",9,179,10967.0,12167.0,0,NoFall,single,TRAIN
1910,OOPS/oops_dataset/oops_video/train/Fails of the Week - Better Luck Next Time (January 2017) _ FailArmy22.mp4,9,180,5467.0,6367.0,3,Side Fall,single,TRAIN
1911,OOPS/oops_dataset/oops_video/val/Fails of the Month (December 2016) _ FailArmy45.mp4,9,181,4967.0,5967.0,3,Side Fall,multiple,TRAIN
1912,"OOPS/oops_dataset/oops_video/train/Keep It Going, Keep It Going! - Best Fails of the Month (September 2017) _ FailArmy5.mp4",9,182,3600.0,4400.0,2,Backward Fall,single,TRAIN
1913,OOPS/oops_dataset/oops_video/val/Fails You Missed - Not the Bees (April 2018) _ Failarmy9.mp4,9,183,3792.0,4417.0,2,Backward Fall,single,TRAIN
1914,OOPS/oops_dataset/oops_video/train/Fails of the Month October 2016 _ FailArmy42.mp4,9,184,708.0,2000.0,2,Backward Fall,single,TEST
1915,OOPS/oops_dataset/oops_video/train/Fails You Missed - Some Pranks Never Get Old (March 2018) _ FailArmy96.mp4,9,185,4750.0,5500.0,2,Backward Fall,single,VALIDATION
1916,OOPS/oops_dataset/oops_video/train/Laughing Cameraman - Best Laughs Ever! (January 2017) _ FailArmy10.mp4,9,186,3367.0,4333.0,1,Forward Fall,single,TEST
1917,OOPS/oops_dataset/oops_video/val/I Made It! - Fails of the Week (October 2017) _ FailArmy39.mp4,9,187,33.0,2233.0,0,NoFall,single,TRAIN
1918,OOPS/oops_dataset/oops_video/val/Fails of the Month - Stuck The Landing!! _ FailArmy37.mp4,9,188,12200.0,13600.0,2,Backward Fall,single,TRAIN
1919,OOPS/oops_dataset/oops_video/train/Fails of the Month July 2016 _ FailArmy5.mp4,9,189,67.0,1433.0,0,NoFall,multiple,VALIDATION
1920,OOPS/oops_dataset/oops_video/train/Go for Broke - Breaking Things (November 2016) _ FailArmy24.mp4,9,190,9033.0,10467.0,2,Backward Fall,single,TRAIN
1921,OOPS/oops_dataset/oops_video/train/Hilarious Redneck Fails (November 2017) _ FailArmy14.mp4,9,191,1767.0,2467.0,2,Backward Fall,single,TRAIN
1922,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failing into Summer like... (May 2017)27.mp4,9,192,2733.0,3767.0,2,Backward Fall,single,VALIDATION
1923,OOPS/oops_dataset/oops_video/val/Fails You Missed - Not the Bees (April 2018) _ Failarmy17.mp4,9,193,7833.0,8583.0,1,Forward Fall,single,TEST
1924,OOPS/oops_dataset/oops_video/train/How'd You Get Upside Down - Best Fails of the Week (August 2018) _ FailArmy15.mp4,9,194,10333.0,11233.0,0,NoFall,single,TRAIN
1925,OOPS/oops_dataset/oops_video/train/How'd You Get Upside Down - Best Fails of the Week (August 2018) _ FailArmy15.mp4,9,195,11267.0,12133.0,0,NoFall,single,TEST
1926,OOPS/oops_dataset/oops_video/train/How'd You Get Upside Down - Best Fails of the Week (August 2018) _ FailArmy15.mp4,9,196,12167.0,13133.0,0,NoFall,single,VALIDATION
1927,OOPS/oops_dataset/oops_video/train/How'd You Get Upside Down - Best Fails of the Week (August 2018) _ FailArmy15.mp4,9,197,13300.0,14233.0,1,Forward Fall,single,TEST
1928,OOPS/oops_dataset/oops_video/val/Fails of the Week (March 2017) _ FailArmy15.mp4,9,198,3133.0,4033.0,3,Side Fall,single,TRAIN
1929,OOPS/oops_dataset/oops_video/val/Fails You Missed - Not the Bees (April 2018) _ Failarmy19.mp4,9,199,42.0,792.0,1,Forward Fall,single,VALIDATION
1930,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failure In Full Force (January 2017) _ FailArmy27.mp4,9,200,6433.0,7233.0,2,Backward Fall,single,TRAIN
1931,OOPS/oops_dataset/oops_video/val/Fails of the Month - Failure In Full Force (January 2017) _ FailArmy27.mp4,9,201,9233.0,10233.0,0,NoFall,single,TEST
1932,OOPS/oops_dataset/oops_video/val/Let's Get It!! - FailArmy After Dark (ep. 2)88.mp4,9,202,5958.0,6792.0,1,Forward Fall,multiple,TRAIN
1933,"OOPS/oops_dataset/oops_video/train/Gym and Workout Fails - New Year, New Me (January 2018) _ FailArmy12.mp4",9,203,5567.0,6467.0,2,Backward Fall,single,TEST
1934,OOPS/oops_dataset/oops_video/val/Guess it's Time to Leave - Throwback Thursday (October 2017) _ FailArmy56.mp4,9,204,2967.0,3667.0,2,Backward Fall,multiple,TRAIN
1935,OOPS/oops_dataset/oops_video/train/Fails You Missed - Waiting For Summer! (March 2018) _ FailArmy76.mp4,9,205,2400.0,3433.0,1,Forward Fall,single,TRAIN
1936,OOPS/oops_dataset/oops_video/train/Men vs. Women - FailArmy Versus (August 2017)13.mp4,9,206,3367.0,4467.0,1,Forward Fall,single,TEST
1937,OOPS/oops_dataset/oops_video/val/Fails of the Week (March 2017) _ FailArmy50.mp4,9,207,2567.0,3367.0,0,NoFall,single,TRAIN
1938,OOPS/oops_dataset/oops_video/val/Mirror Fight Back - Fails of the Week (November 2017) _ FailArmy4.mp4,9,208,3233.0,4433.0,0,NoFall,multiple,VALIDATION
1939,OOPS/oops_dataset/oops_video/train/Fails of the Month - Get Ready To Laugh (April 2017)37.mp4,9,209,3633.0,4467.0,1,Forward Fall,multiple,TRAIN
1940,OOPS/oops_dataset/oops_video/val/Fails of the Month (December 2016) _ FailArmy43.mp4,9,210,2533.0,3333.0,1,Forward Fall,multiple,TEST
